Date,Open,High,Low,Close,Adj Close,Volume
2020-03-20,97.019997,102.199997,80.440002,84.900002,84.761520,336000
2020-03-23,85.769997,86.900002,77.769997,81.769997,81.636620,191600
2020-03-24,85.239998,101.129997,77.629997,99.910004,99.747040,304500
2020-03-25,99.300003,129.990005,98.500000,125.080002,124.875984,336900
2020-03-26,123.910004,132.970001,117.239998,120.730003,120.533081,298700
2020-03-27,114.980003,119.690002,105.139999,110.000000,109.820580,220000
2020-03-30,109.910004,114.449997,106.739998,111.930000,111.747437,217500
2020-03-31,111.300003,117.089996,109.120003,112.790001,112.606033,294500
2020-04-01,107.139999,111.059998,103.589996,111.050003,110.868874,172000
2020-04-02,110.989998,114.709999,106.570000,113.900002,113.714218,146800
2020-04-03,112.930000,115.309998,109.040001,112.400002,112.216667,134300
2020-04-06,119.400002,124.309998,115.910004,117.629997,117.438133,186600
2020-04-07,122.129997,123.620003,115.190002,117.849998,117.657776,283400
2020-04-08,120.519997,122.760002,117.019997,120.000000,119.804268,165900
2020-04-09,122.730003,128.300003,120.370003,121.730003,121.531448,150000
2020-04-13,120.370003,126.260002,116.760002,121.199997,121.002312,263900
2020-04-14,125.339996,131.259995,122.889999,130.789993,130.576660,199800
2020-04-15,126.589996,128.009995,118.620003,120.519997,120.323418,171100
2020-04-16,118.669998,122.320000,115.250000,119.820000,119.624565,214000
2020-04-17,126.180000,128.149994,123.150002,124.870003,124.666328,141700
2020-04-20,121.430000,125.199997,117.769997,121.169998,120.972359,136900
2020-04-21,116.540001,121.879997,111.199997,120.230003,120.033897,203100
2020-04-22,123.029999,125.599998,119.580002,121.150002,120.952393,121300
2020-04-23,121.580002,128.000000,117.889999,118.449997,118.256798,133200
2020-04-24,118.410004,125.019997,116.449997,123.570000,123.368446,259700
2020-04-27,123.489998,132.770004,119.360001,131.509995,131.295486,186900
2020-04-28,135.000000,135.350006,126.919998,127.440002,127.232140,151100
2020-04-29,132.339996,138.050003,131.500000,132.809998,132.593369,174300
2020-04-30,129.250000,131.570007,119.769997,126.680000,126.473373,144500
2020-05-01,122.720001,132.300003,118.220001,120.550003,120.353378,148400
2020-05-04,118.290001,124.559998,113.230003,115.910004,115.720947,210000
